Position,Relative_Position,Position,Mag_Sus,MSE,Incoherence,Coherence,Inc/Coh,Al,Si,Si/Ti,P,S,Cl,Ar,K,Ca,Ti,Mn,Mn/Ti,Fe,Fe/Ti,Fe/S,Co,Ni,Cu,Zn,Ga,As,Se,Rb,Sr,Y,Zr,Nb,Mo,Pd,Cd,In,Sn,Sb,Cs,Ba,La,Pr,Nd,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Hf,W,Re,Os,Au,Hg,Pb,Bi,Po,At,Ra,Ac,Th,U
116,622.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116.5,623.41,623.43,19.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,623.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117.5,624.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,624.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118.5,625.41,625.43,16.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,625.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119.5,626.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,626.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120.5,627.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,627.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121.5,628.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,628.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122.5,629.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,629.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123.5,630.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,630.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124.5,631.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,631.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125.5,632.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,632.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126.5,633.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,633.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127.5,634.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,634.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128.5,635.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,635.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129.5,636.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,636.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130.5,637.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,637.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131.5,638.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,638.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132.5,639.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,639.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133.5,640.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,640.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134.5,641.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,641.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135.5,642.41,,,1.31,19004,64517,0.294558023,538,8011,4.086880539,20,440,81,4449,35097,61197,32740,1514,0.046243128,75549,2.307544288,171.7022727,559,195,45,570,135,687,0,599,1198,141,572,115,138,0,79,669,0,762,159,1176,211,743,806,532,0,944,370,470,163,358,0,157,182,0,11,0,55,0,83,48,67,0,384,15,0
136,642.91,,,1.24,20769,55605,0.373509576,549,7440,4.511155914,30,332,91,4145,37302,43586,33563,1967,0.058606203,76646,2.283645681,230.8614458,479,182,13,565,124,444,0,662,1138,172,695,78,24,64,37,515,0,604,93,1342,477,493,531,682,0,984,267,413,199,406,0,40,70,0,48,0,134,298,0,31,0,20,18,164,78
136.5,643.41,,,1.25,21087,56794,0.371289221,671,7459,4.780131385,15,368,58,4165,39468,42304,35655,935,0.026223531,82819,2.322787828,225.0516304,468,95,32,560,0,535,0,645,1240,216,794,79,0,16,49,939,0,458,102,1380,426,591,425,734,0,914,299,487,242,335,85,0,0,0,0,113,74,374,0,31,0,0,100,128,124
137,643.91,,,1.48,20577,60609,0.339504034,683,7114,4.959375879,89,449,120,4247,41676,42594,35281,1527,0.043281086,85314,2.418128738,190.0089087,644,133,124,418,111,897,0,733,1162,0,690,138,22,43,106,662,0,536,111,1531,360,628,733,434,4,811,366,537,307,291,0,0,17,95,0,29,0,0,0,0,0,21,289,92,0
137.5,644.41,,,1.12,20313,60893,0.333585141,585,6332,5.351705622,28,348,34,4156,39241,40845,33887,1451,0.04281878,81244,2.397497565,233.4597701,575,14,11,584,85,609,0,587,1302,266,706,24,0,60,83,526,155,420,86,1306,422,543,518,576,0,856,196,590,306,425,104,0,0,0,0,108,120,306,102,105,54,0,136,172,94
138,644.91,,,1.2,21100,59232,0.356226364,704,7291,5.211082156,42,415,97,4159,42982,44117,37994,1450,0.038163921,88066,2.317892299,212.2072289,436,168,71,568,170,831,0,617,1313,87,828,103,73,0,98,734,0,530,128,1397,504,640,772,905,0,945,282,497,244,427,0,11,163,0,18,0,73,37,134,104,135,46,307,0,0
138.5,645.41,,,1.29,19278,55282,0.348721103,613,6928,5.128897229,19,358,77,4208,40050,41021,35533,1515,0.042636422,82593,2.324402668,230.7067039,503,125,51,328,80,578,65,682,1218,130,756,0,11,72,112,558,73,396,153,1230,377,671,742,992,37,685,179,370,146,363,0,81,77,290,0,0,0,326,56,0,45,43,35,114,56
139,645.91,,,1.22,19913,60028,0.331728527,609,6674,5.550344621,58,345,89,4238,40087,42286,37043,1726,0.046594498,86734,2.341441028,251.4028986,694,92,49,545,58,658,119,797,1176,98,763,13,0,0,85,612,77,500,134,1417,322,726,869,318,0,753,188,529,340,311,0,0,95,35,13,0,0,233,21,0,0,59,110,51,81
139.5,646.41,,,1.39,20958,56794,0.369017854,578,6347,5.724909406,23,360,91,4244,40356,44808,36336,1624,0.044693967,87574,2.410116689,243.2611111,701,190,25,679,44,666,0,770,1316,91,875,110,24,0,32,496,146,491,146,1330,387,650,634,846,48,537,206,380,108,329,0,87,149,0,24,0,142,276,0,10,151,116,32,191,90
140,646.91,,,1.29,20211,57477,0.351636307,576,6800,5.280441176,40,375,83,4237,41026,47127,35907,1006,0.028016821,82337,2.293062634,219.5653333,550,90,62,503,125,674,13,753,1332,103,671,122,36,0,73,510,214,396,114,1312,386,544,717,681,0,709,92,505,150,444,0,60,127,0,20,29,28,255,128,0,0,12,109,15,151
140.5,647.41,,,1.35,20439,56428,0.362213795,588,6848,5.098714953,51,347,117,4011,41148,45262,34916,1172,0.033566273,80059,2.292902967,230.7175793,406,127,62,527,11,430,85,838,1259,113,728,104,91,64,143,223,350,481,202,1460,381,716,521,990,24,842,227,318,216,298,0,0,191,0,6,0,0,329,0,0,40,0,51,139,140
141,647.91,,,1.24,20604,62437,0.329996637,603,6665,5.451612903,90,372,229,4158,42285,46150,36335,869,0.023916334,85466,2.352167332,229.7473118,530,129,121,528,85,887,67,731,1533,231,553,42,0,33,66,529,96,529,132,1446,386,723,610,969,0,759,420,442,275,258,45,0,63,0,15,64,21,0,0,0,40,38,556,81,167
141.5,648.41,,,1.24,20739,62386,0.332430353,607,6466,5.900711414,52,372,176,4153,42231,44108,38154,615,0.016118887,87041,2.281307333,233.9811828,556,145,132,523,0,940,145,950,1354,64,504,33,0,0,58,621,109,471,83,1433,474,592,503,675,0,891,364,545,310,264,0,0,56,134,0,0,0,0,27,0,94,32,538,124,26
142,648.91,,,1.22,20806,58865,0.353452816,558,6328,5.73482933,31,357,118,4489,41070,42114,36290,967,0.026646459,80666,2.222816203,225.9551821,597,192,16,662,117,687,17,728,1339,156,703,69,57,0,19,713,0,419,112,1384,325,562,548,1089,0,595,180,502,52,547,0,196,125,0,0,9,28,77,0,53,57,0,164,60,0
142.5,649.41,,,1.21,19604,56932,0.344340617,599,6286,5.388482342,4,346,41,4370,40452,40751,33872,1604,0.047354747,78712,2.323807274,227.4913295,628,144,47,473,98,707,37,748,1422,113,631,83,37,0,32,435,34,473,34,1164,393,546,605,324,0,488,393,443,295,286,61,14,0,0,0,45,0,147,0,0,0,9,72,178,85
143,649.91,,,1.53,20352,56112,0.362703165,556,5964,5.790576794,6,369,101,4256,39420,41058,34535,776,0.022469958,80010,2.316780078,216.8292683,446,152,71,495,36,1069,13,817,1557,131,317,51,125,0,94,675,0,401,68,1349,449,477,554,601,0,700,174,599,358,349,0,0,162,21,0,0,31,0,0,0,102,0,710,128,73
143.5,650.41,,,1.39,19757,55384,0.356727575,562,6071,5.844341954,0,412,152,4250,40739,40532,35481,789,0.022237254,83641,2.357346185,203.0121359,426,55,52,642,87,809,0,763,1259,217,633,129,54,81,84,473,82,525,150,1408,412,664,844,999,0,864,161,492,299,307,0,0,125,0,0,0,79,19,13,0,96,0,232,193,68
144,650.91,,,1.29,20033,58199,0.344215536,554,6390,5.645539906,73,360,186,4280,39912,42142,36075,1275,0.035343035,85018,2.356701317,236.1611111,436,89,88,638,70,854,0,792,1161,122,560,0,77,0,143,332,209,486,69,1311,433,571,780,676,0,760,112,414,270,306,0,0,143,0,36,0,65,0,0,0,55,0,390,66,107
144.5,651.41,,,1.23,20741,56037,0.37013045,568,5886,6.054875977,67,359,201,4278,40784,41467,35639,1588,0.044557928,85579,2.401273885,238.3816156,467,81,68,442,110,777,0,844,1049,151,485,55,71,51,127,770,36,513,165,1530,424,688,897,1112,0,871,211,494,193,353,5,0,73,79,0,0,0,83,92,0,121,0,388,134,70
145,651.91,,,1.1,21015,55438,0.379072117,597,5583,6.544689235,54,445,107,4229,41461,41816,36539,1366,0.037384712,93600,2.56164646,210.3370787,626,36,107,540,42,704,68,733,1068,147,618,76,66,45,164,668,123,325,206,1489,331,708,618,504,0,739,394,506,374,291,143,0,0,0,0,49,105,246,23,0,5,36,227,42,130
145.5,652.41,,,1.37,20390,55037,0.370478042,556,5924,6.211343687,19,311,34,4345,40596,43820,36796,821,0.022312208,90949,2.471708881,292.4405145,451,34,37,714,80,695,0,713,1088,77,469,21,10,5,88,550,98,410,80,1433,412,478,544,1350,0,958,288,479,134,354,0,35,100,0,0,0,37,212,92,0,0,0,224,90,112
146,652.91,,,1.11,20321,55929,0.363335658,581,6095,6.127481542,24,378,69,4120,41969,45596,37347,1029,0.027552414,92798,2.484751118,245.4973545,658,45,17,708,61,740,48,721,1116,66,544,0,0,19,113,425,148,625,86,1498,419,697,661,855,0,886,178,451,216,348,0,0,61,0,42,16,172,147,0,0,125,0,154,121,0
146.5,653.41,,,1.21,20525,57156,0.359104906,493,5978,6.350786216,55,384,132,4293,42570,45496,37965,1516,0.039931516,93672,2.467325168,243.9375,688,141,28,660,100,521,51,736,1137,107,776,172,91,0,99,530,192,570,98,1427,441,714,744,542,60,955,391,410,213,334,0,95,32,0,11,31,105,492,134,0,0,41,0,12,35
147,653.91,,,1.12,20629,58527,0.3524698,559,6188,5.829993536,41,343,142,4197,41734,44105,36076,1307,0.036229072,87929,2.437326755,256.3527697,668,149,75,585,89,959,13,660,1228,75,489,40,49,39,53,533,109,386,77,1317,433,447,573,428,37,764,263,445,265,318,0,30,100,0,10,67,47,0,0,0,81,40,366,221,122
147.5,654.41,,,1.18,21002,63336,0.331596564,540,6430,5.87496112,32,339,159,4138,42086,44546,37776,1320,0.034942821,87785,2.323829945,258.9528024,666,142,89,683,198,920,17,719,1322,104,723,0,0,24,101,375,244,510,147,1500,351,666,697,838,67,735,312,402,166,352,0,119,91,0,87,0,127,72,51,0,171,0,205,151,203
148,654.91,,,1.22,21639,58605,0.369234707,564,6156,6.291910331,26,363,167,4243,41797,43578,38733,2074,0.053546072,88260,2.278677097,243.1404959,645,114,12,638,65,833,0,744,1236,149,724,101,48,80,96,668,0,507,101,1460,427,661,637,750,49,678,180,442,188,428,0,0,78,0,0,0,168,186,30,100,25,0,143,199,0
148.5,655.41,,,1.26,21087,58210,0.362257344,560,6090,6.080131363,15,313,118,4200,43914,45679,37028,1321,0.035675705,89571,2.419007238,286.1693291,510,109,60,658,40,954,21,784,1242,100,708,223,60,0,129,406,154,466,176,1378,377,753,843,945,0,923,243,532,302,384,0,0,76,0,0,0,127,25,0,43,34,0,393,139,70
149,655.91,,,1.42,20315,54935,0.369800674,642,6375,5.666352941,51,404,147,4192,42963,44092,36123,1249,0.034576309,91132,2.522824793,225.5742574,656,230,117,538,51,815,0,792,1164,97,679,67,16,76,137,224,345,484,120,1567,389,650,704,689,89,619,375,458,205,329,0,72,203,51,0,0,0,203,130,0,108,0,145,87,77
149.5,656.41,,,1.12,22679,61441,0.369118341,620,6711,5.456265832,40,423,165,4309,42415,45390,36617,658,0.017969795,90347,2.46735123,213.5862884,643,134,86,607,202,1175,34,676,1255,172,726,17,0,20,93,405,118,568,77,1422,365,640,333,429,0,794,398,496,318,410,22,16,80,0,69,52,95,68,84,58,60,0,450,255,132
150,656.91,,,1.26,21059,58113,0.36238019,643,6419,5.816793893,15,287,89,4190,42105,44971,37338,744,0.019926081,88457,2.369087793,308.2125436,613,106,104,584,225,840,0,735,1209,86,662,75,81,12,115,563,38,561,82,1305,287,688,684,707,0,644,263,519,323,428,51,0,88,0,73,124,102,49,0,116,0,0,302,101,55
150.5,657.41,,,1.3,21233,54274,0.391218631,536,5869,6.111432953,16,315,90,4231,39887,42975,35868,454,0.012657522,86392,2.408609345,274.2603175,601,47,54,450,38,646,0,893,1285,47,611,97,21,19,82,833,0,459,104,1312,509,591,503,593,0,784,128,523,298,386,24,0,15,122,60,28,43,211,0,21,130,52,240,87,10
151,657.91,,,1.2,22433,61883,0.362506666,585,5975,6.412050209,61,353,71,4218,42440,44945,38312,419,0.010936521,87885,2.293928795,248.9660057,565,75,124,557,95,933,67,764,1308,97,622,137,0,41,48,481,110,519,144,1502,465,553,408,763,43,923,332,506,259,328,0,0,92,0,49,65,55,23,62,0,69,77,406,60,111
151.5,658.41,,,1.34,21231,68353,0.310608166,570,6280,6.090764331,36,385,84,4197,43396,45352,38250,1099,0.028732026,90310,2.361045752,234.5714286,687,0,0,702,148,821,0,801,1252,194,728,124,42,25,43,484,295,596,94,1483,471,693,590,899,0,776,105,544,172,486,0,33,27,0,30,11,67,140,42,65,48,38,273,213,197
152,658.91,,,1.21,21459,57954,0.370276426,587,5867,6.241179478,48,338,76,4336,41364,43701,36617,1528,0.041729251,89401,2.441516236,264.5,578,151,122,684,119,634,4,834,1273,155,828,64,46,0,102,474,123,543,62,1473,430,682,676,495,0,787,234,482,254,327,10,36,81,0,0,0,81,369,17,0,52,145,134,135,96
152.5,659.41,,,1.23,22188,61350,0.361662592,581,5722,6.337993708,57,320,94,4155,41467,43581,36266,1480,0.040809574,88267,2.433877461,275.834375,624,145,0,608,94,755,12,849,1225,210,690,85,0,98,55,464,87,438,111,1537,345,575,489,604,0,902,149,531,204,478,0,95,105,0,0,0,72,233,49,0,33,0,174,64,0
153,659.91,,,1.24,19942,61728,0.323062468,580,6059,6.296253507,35,437,111,4135,42848,45922,38149,881,0.023093659,90887,2.382421558,207.979405,599,29,24,771,130,297,0,758,1225,170,1018,79,0,8,144,330,244,459,171,1470,428,652,1011,541,0,631,216,511,292,444,96,52,0,0,0,0,135,625,11,0,105,0,0,110,117
153.5,660.41,,,1.26,21366,57840,0.36939834,558,6555,5.965064836,51,448,167,4147,43697,47121,39101,1478,0.037799545,90348,2.310631442,201.6696429,566,69,6,755,147,959,37,818,1248,165,617,18,55,34,83,718,0,628,151,1502,532,526,682,811,0,1061,194,479,241,399,0,16,61,0,0,36,114,0,89,0,0,0,447,63,81
154,660.91,,,1.14,22010,62428,0.352566156,546,6171,6.210338681,27,338,318,4184,42721,47702,38324,1440,0.037574366,90710,2.366924121,268.3727811,514,182,59,604,17,962,28,751,1211,74,611,46,0,14,94,681,122,516,158,1602,440,636,633,721,0,783,370,533,300,405,0,22,183,0,0,0,0,32,67,0,60,0,348,36,0
154.5,661.41,,,1.23,20673,60612,0.341071075,584,5897,6.251992539,43,333,716,4220,41422,45064,36868,1369,0.037132473,89058,2.415590756,267.4414414,631,156,107,595,102,588,15,855,1307,0,788,37,14,46,54,594,43,560,110,1535,345,731,720,417,0,724,327,466,266,256,0,19,144,0,0,0,29,351,21,0,0,0,0,40,46
155,661.91,,,1.34,21930,57634,0.380504563,479,6077,6.113871976,16,293,231,4147,42825,44638,37154,737,0.019836357,92321,2.484819939,315.0887372,745,215,34,721,112,832,76,817,1190,153,710,130,18,35,51,510,127,474,134,1367,365,696,557,570,0,695,219,538,230,420,0,20,248,0,75,0,69,112,68,0,127,29,295,205,156
155.5,662.41,,,1.26,21771,58703,0.370866906,530,5575,6.800538117,25,275,81,4139,42680,43897,37913,1056,0.027853243,91615,2.416453459,333.1454545,768,61,55,736,58,886,0,754,1204,241,615,112,0,25,72,422,167,369,87,1368,413,601,531,183,0,682,295,514,278,294,100,0,0,0,0,0,13,43,0,0,0,0,377,158,13
156,662.91,,,1.31,19340,56051,0.345042907,588,6086,5.854255669,51,275,48,4236,40296,40301,35629,1567,0.043981027,81421,2.285245165,296.0763636,600,164,62,663,92,784,0,708,1315,115,604,91,55,79,88,630,0,418,55,1325,458,520,655,771,0,650,282,507,115,401,0,124,153,0,46,0,143,133,114,119,72,90,234,116,53
156.5,663.41,663.43,16.79,1.29,20282,57368,0.353542044,540,6289,5.673557004,48,299,101,4309,40091,41021,35681,1712,0.047980718,83463,2.339144082,279.1404682,632,124,56,587,55,603,0,676,1406,109,686,37,44,59,69,424,233,506,118,1480,504,493,593,625,35,530,293,496,190,373,0,69,156,0,13,0,130,347,20,71,87,0,48,169,39
157,663.91,,,1.18,21083,60692,0.34737692,597,6578,5.80784433,38,326,113,4200,43937,44627,38204,1380,0.036121872,87810,2.298450424,269.3558282,469,0,42,545,60,854,10,728,1255,47,833,101,24,0,103,391,334,358,125,1395,413,637,821,1060,0,861,195,596,256,413,0,27,47,0,0,0,0,76,0,22,70,7,264,85,48
157.5,664.41,,,1.16,20299,63072,0.321838534,642,6840,5.589327485,32,300,121,4169,44467,45052,38231,1655,0.043289477,89807,2.349062279,299.3566667,631,91,115,640,165,497,72,778,1320,80,790,16,0,22,61,466,232,421,103,1451,363,617,869,798,0,445,300,453,227,308,31,0,71,0,48,0,125,400,43,0,36,0,62,137,43
158,664.91,,,1.26,20869,56365,0.370247494,639,7225,5.54449827,25,359,216,4375,43445,45259,40059,1221,0.030480042,91073,2.273471629,253.6852368,517,105,0,776,107,527,0,830,1408,235,874,95,68,14,100,623,0,608,148,1577,409,632,643,947,38,883,181,440,192,512,84,69,0,0,31,32,210,392,0,75,79,20,42,229,0
158.5,665.41,665.43,17.77,1.19,19804,54656,0.362338993,646,6785,5.551658069,48,296,113,4334,43027,41974,37668,1769,0.046962939,89161,2.367022406,301.2195946,561,183,68,663,88,830,60,1047,1349,134,758,25,16,10,123,459,397,410,105,1483,366,696,697,196,50,824,200,445,370,397,8,0,55,0,50,93,75,22,23,0,121,0,357,78,63
159,665.91,,,1.34,20545,59718,0.344033625,566,6150,6.197235772,0,374,128,4215,42903,44387,38113,1561,0.040957154,92772,2.434130087,248.0534759,613,110,104,757,19,829,17,887,1261,257,818,100,24,51,60,698,103,507,154,1346,460,648,835,718,0,618,304,489,273,244,0,0,59,0,0,0,109,160,0,83,66,60,351,186,69
159.5,666.41,,,1.2,21268,61301,0.346943769,620,6473,6.223543952,66,334,82,4144,43964,44923,40285,1191,0.029564354,91338,2.267295519,273.4670659,477,47,94,557,38,824,34,848,1300,5,725,112,36,21,103,413,292,489,142,1425,440,560,710,876,0,920,347,592,336,369,83,0,6,42,0,0,0,152,23,52,143,84,270,115,85
160,666.91,,,1.37,21433,59475,0.360369903,673,6970,5.529698709,25,304,139,4245,44483,45203,38542,1100,0.028540294,85816,2.226558041,282.2894737,439,62,85,638,141,944,0,684,1409,145,598,0,0,55,44,459,241,466,112,1346,419,573,628,973,0,756,516,572,384,361,314,37,0,0,15,165,160,0,73,175,75,126,504,66,11
160.5,667.41,667.43,18.3,1.21,20800,56552,0.367803084,691,7087,5.410752081,20,330,116,4459,45755,44735,38346,1289,0.033614979,89017,2.321415532,269.7484848,795,150,44,593,84,898,0,853,1359,136,572,84,38,0,97,500,216,479,71,1399,478,608,656,494,0,618,326,422,289,339,0,8,45,0,0,0,111,0,0,0,0,64,543,181,100
161,667.91,,,1.3,21692,59374,0.365345101,588,6029,5.892187759,43,277,48,4207,41036,42171,35524,646,0.018184889,83418,2.348215291,301.1480144,606,150,54,562,117,781,0,827,1322,163,876,162,72,83,10,552,135,425,26,1471,410,604,420,734,0,854,234,571,199,421,0,87,170,124,73,0,26,78,0,198,53,0,277,164,52
161.5,668.41,,,1.32,21398,59802,0.35781412,684,6862,5.691489362,27,311,94,4227,44336,48419,39055,1236,0.031647676,91250,2.336448598,293.4083601,570,72,104,764,108,504,0,797,1310,168,886,51,0,32,16,740,24,590,61,1298,415,672,784,572,0,701,349,511,293,385,79,0,40,0,37,0,71,297,0,0,73,0,117,64,92
162,668.91,,,1.33,19663,60898,0.322884167,720,7456,5.146056867,35,354,79,4237,44951,46220,38369,1162,0.030284865,93115,2.42682895,263.0367232,711,64,41,594,71,923,96,933,1345,74,581,36,52,32,170,352,372,421,82,1464,340,665,803,516,0,758,197,564,222,423,0,39,162,0,0,0,36,0,0,0,42,40,579,162,0
162.5,669.41,669.43,18.86,1.33,20098,54142,0.371209043,620,6871,5.280454082,23,372,82,4215,40635,42524,36282,1061,0.029243151,84413,2.326580674,226.9166667,513,62,11,570,94,485,0,877,1283,182,842,111,39,105,142,536,23,584,136,1357,457,625,610,996,0,864,128,460,82,375,0,54,93,0,0,0,55,406,0,0,142,0,0,149,0
163,669.91,,,1.26,20616,55773,0.369641224,632,6714,5.494191242,30,322,133,4210,42771,43472,36888,1105,0.029955541,86623,2.34827044,269.015528,654,42,116,520,50,848,152,954,1334,145,690,119,116,44,0,356,264,416,82,1514,406,587,646,410,0,548,168,527,342,345,91,0,0,4,0,105,0,0,70,0,7,0,464,54,16
163.5,670.41,,,1.21,20381,58793,0.346656915,596,6479,5.845809539,9,319,135,4230,43639,43546,37875,1286,0.033953795,89154,2.35390099,279.4796238,541,187,145,670,95,829,0,730,1307,282,727,36,66,15,104,648,27,449,195,1574,418,616,657,877,0,704,379,413,305,354,0,38,44,0,0,0,115,113,171,96,104,12,318,55,80
164,670.91,,,1.32,21712,58608,0.37046137,681,6414,5.960710945,56,269,72,4085,43571,44152,38232,896,0.023435865,92976,2.431889517,345.6356877,534,133,68,733,117,899,25,912,1293,206,789,91,21,62,116,515,90,492,100,1324,498,672,510,1073,0,789,243,386,176,263,0,11,134,0,37,0,137,34,0,0,89,149,454,187,91
164.5,671.41,671.43,19.66,1.33,19603,65713,0.298312358,581,6455,6.099767622,53,332,130,4275,42302,40838,39374,1710,0.043429674,87597,2.224742216,263.8463855,457,48,115,627,24,844,46,802,1246,129,758,134,18,27,84,519,197,507,188,1453,456,631,1044,605,0,1018,253,657,340,269,0,0,42,0,0,0,124,80,44,0,0,17,294,79,114
165,671.91,,,1.24,21619,61862,0.349471404,633,7314,5.451736396,8,308,71,4144,45036,43881,39874,1486,0.037267392,90525,2.270276371,293.9123377,653,292,115,562,96,554,68,814,1515,10,1036,42,99,0,78,480,162,391,76,1441,333,601,468,914,0,518,423,330,230,312,0,54,105,72,0,0,55,582,36,0,0,57,0,0,61
